,doc_id,sentence,word_number
10624,T920711.95,23769,19
10625,T920711.95,23770,14
10626,T920711.95,23771,13
10627,T920711.95,23772,20
10628,T920711.95,23773,8
10629,T920711.95,23774,21
10630,T920711.95,23775,4
10631,T920711.95,23776,11
10632,T920711.95,23777,2
10633,T920711.96,23778,6
10634,T920711.96,23779,15
10635,T920711.96,23780,19
10636,T920711.96,23781,19
10637,T920711.96,23782,13
10638,T920711.96,23783,11
10639,T920711.96,23784,16
10640,T920711.96,23785,17
10641,T920711.96,23786,17
10642,T920711.96,23787,15
10643,T920711.96,23788,38
10644,T920711.96,23789,15
10645,T920711.96,23790,2
10646,T920711.97,23791,9
10647,T920711.97,23792,5
10648,T920711.97,23793,16
10649,T920711.97,23794,13
10650,T920711.97,23795,10
10651,T920711.97,23796,24
10652,T920711.97,23797,9
10653,T920711.97,23798,28
10654,T920711.97,23799,6
10655,T920711.97,23800,16
10656,T920711.97,23801,25
10657,T920711.97,23802,29
10658,T920711.97,23803,14
10659,T920711.97,23804,19
10660,T920711.97,23805,7
10661,T920711.97,23806,22
10662,T920711.97,23807,5
10663,T920711.97,23808,27
10664,T920711.97,23809,21
10665,T920711.97,23810,13
10666,T920711.97,23811,21
10667,T920711.97,23812,26
10668,T920711.97,23813,6
10669,T920711.97,23814,19
10670,T920711.97,23815,46
10671,T920711.97,23816,17
10672,T920711.97,23817,24
10673,T920711.97,23818,21
10674,T920711.97,23819,18
10675,T920711.97,23820,15
10676,T920711.97,23821,15
10677,T920711.97,23822,11
10678,T920711.97,23823,25
10679,T920711.97,23824,14
10680,T920711.97,23825,11
10681,T920711.97,23826,2
10682,T920711.99,23827,3
10683,T920711.99,23828,5
10684,T920711.99,23829,17
10685,T920711.99,23830,15
10686,T920711.99,23831,14
10687,T920711.99,23832,23
10688,T920711.99,23833,3
10689,T920713.1,28500,3
10690,T920713.1,28501,2
10691,T920713.1,28502,10
10692,T920713.1,28503,10
10693,T920713.1,28504,13
10694,T920713.1,28505,26
10695,T920713.1,28506,21
10696,T920713.1,28507,25
10697,T920713.1,28508,18
10698,T920713.1,28509,4
10699,T920713.100,30334,1
10700,T920713.100,30335,28
10701,T920713.100,30336,20
10702,T920713.100,30337,11
10703,T920713.100,30338,3
10704,T920713.100,30339,12
10705,T920713.100,30340,17
10706,T920713.100,30341,27
10707,T920713.100,30342,16
10708,T920713.100,30343,15
10709,T920713.100,30344,24
10710,T920713.100,30345,22
10711,T920713.100,30346,14
10712,T920713.100,30347,23
10713,T920713.101,30348,1
10714,T920713.101,30349,8
10715,T920713.101,30350,28
10716,T920713.101,30351,1
10717,T920713.102,30352,2
10718,T920713.102,30353,10
10719,T920713.102,30354,11
10720,T920713.102,30355,5
10721,T920713.102,30356,17
10722,T920713.102,30357,18
10723,T920713.102,30358,13
10724,T920713.102,30359,6
10725,T920713.102,30360,20
10726,T920713.102,30361,28
10727,T920713.102,30362,21
10728,T920713.102,30363,15
10729,T920713.102,30364,3
10730,T920713.102,30365,7
10731,T920713.102,30366,17
10732,T920713.102,30367,40
10733,T920713.102,30368,37
10734,T920713.102,30369,28
10735,T920713.102,30370,8
10736,T920713.102,30371,17
10737,T920713.102,30372,26
10738,T920713.102,30373,12
10739,T920713.102,30374,10
10740,T920713.102,30375,2
10741,T920713.111,30376,1
10742,T920713.111,30377,3
10743,T920713.111,30378,2
10744,T920713.111,30379,24
10745,T920713.111,30380,8
10746,T920713.111,30381,18
10747,T920713.111,30382,21
10748,T920713.111,30383,12
10749,T920713.112,30384,1
10750,T920713.112,30385,3
10751,T920713.112,30386,2
10752,T920713.112,30387,26
10753,T920713.112,30388,31
10754,T920713.112,30389,36
10755,T920713.113,30390,1
10756,T920713.113,30391,5
10757,T920713.113,30392,2
10758,T920713.113,30393,16
10759,T920713.113,30394,12
10760,T920713.113,30395,17
10761,T920713.113,30396,33
10762,T920713.113,30397,11
10763,T920713.115,30398,4
10764,T920713.115,30399,17
10765,T920713.115,30400,2
10766,T920713.115,30401,16
10767,T920713.115,30402,23
10768,T920713.115,30403,23
10769,T920713.115,30404,17
10770,T920713.115,30405,19
10771,T920713.115,30406,17
10772,T920713.115,30407,13
10773,T920713.115,30408,34
10774,T920713.115,30409,9
10775,T920713.115,30410,23
10776,T920713.115,30411,23
10777,T920713.115,30412,24
10778,T920713.115,30413,13
10779,T920713.115,30414,26
10780,T920713.115,30415,14
10781,T920713.115,30416,15
10782,T920713.115,30417,35
10783,T920713.115,30418,22
10784,T920713.115,30419,6
10785,T920713.115,30420,19
10786,T920713.115,30421,20
10787,T920713.115,30422,15
10788,T920713.115,30423,2
10789,T920713.116,30424,3
10790,T920713.116,30425,17
10791,T920713.116,30426,2
10792,T920713.116,30427,34
10793,T920713.116,30428,34
10794,T920713.116,30429,7
10795,T920713.116,30430,25
10796,T920713.116,30431,22
10797,T920713.116,30432,25
10798,T920713.116,30433,26
10799,T920713.116,30434,11
10800,T920713.116,30435,14
10801,T920713.116,30436,30
10802,T920713.116,30437,10
10803,T920713.116,30438,18
10804,T920713.116,30439,9
10805,T920713.116,30440,23
10806,T920713.116,30441,16
10807,T920713.116,30442,17
10808,T920713.116,30443,13
10809,T920713.116,30444,9
10810,T920713.116,30445,8
10811,T920713.116,30446,23
10812,T920713.116,30447,14
10813,T920713.116,30448,2
10814,T920713.117,30449,5
10815,T920713.117,30450,10
10816,T920713.117,30451,2
10817,T920713.117,30452,27
10818,T920713.117,30453,31
10819,T920713.117,30454,13
10820,T920713.117,30455,14
10821,T920713.117,30456,18
10822,T920713.117,30457,29
10823,T920713.117,30458,31
10824,T920713.117,30459,15
10825,T920713.117,30460,10
10826,T920713.117,30461,11
10827,T920713.117,30462,12
10828,T920713.117,30463,13
10829,T920713.117,30464,23
10830,T920713.117,30465,20
10831,T920713.117,30466,21
10832,T920713.117,30467,1
10833,T920713.118,30468,3
10834,T920713.118,30469,9
10835,T920713.118,30470,2
10836,T920713.118,30471,32
10837,T920713.118,30472,31
10838,T920713.118,30473,20
10839,T920713.118,30474,22
10840,T920713.118,30475,26
10841,T920713.118,30476,6
10842,T920713.118,30477,25
10843,T920713.118,30478,9
10844,T920713.118,30479,15
10845,T920713.118,30480,1
10846,T920713.119,30481,1
10847,T920713.119,30482,1
10848,T920713.119,30483,8
10849,T920713.119,30484,21
10850,T920713.119,30485,14
10851,T920713.119,30486,9
10852,T920713.119,30487,12
10853,T920713.119,30488,16
10854,T920713.119,30489,17
10855,T920713.119,30490,15
10856,T920713.119,30491,21
10857,T920713.119,30492,13
10858,T920713.119,30493,11
10859,T920713.119,30494,23
10860,T920713.119,30495,12
10861,T920713.119,30496,12
10862,T920713.119,30497,13
10863,T920713.119,30498,9
10864,T920713.119,30499,2
10865,T920713.120,30500,9
10866,T920713.120,30501,42
10867,T920713.120,30502,2
10868,T920713.120,30503,10
10869,T920713.120,30504,6
10870,T920713.120,30505,14
10871,T920713.120,30506,25
10872,T920713.120,30507,18
10873,T920713.120,30508,48
10874,T920713.120,30509,36
10875,T920713.120,30510,6
10876,T920713.120,30511,12
10877,T920713.120,30512,22
10878,T920713.120,30513,32
10879,T920713.120,30514,15
10880,T920713.120,30515,23
10881,T920713.120,30516,27
10882,T920713.120,30517,30
10883,T920713.120,30518,16
10884,T920713.120,30519,17
10885,T920713.120,30520,19
10886,T920713.120,30521,30
10887,T920713.120,30522,15
10888,T920713.120,30523,16
10889,T920713.120,30524,26
10890,T920713.120,30525,7
10891,T920713.120,30526,22
10892,T920713.120,30527,22
10893,T920713.120,30528,18
10894,T920713.120,30529,13
10895,T920713.120,30530,38
10896,T920713.120,30531,4
10897,T920713.120,30532,3
10898,T920713.120,30533,21
10899,T920713.120,30534,15
10900,T920713.120,30535,34
10901,T920713.120,30536,28
10902,T920713.120,30537,13
10903,T920713.120,30538,11
10904,T920713.120,30539,33
10905,T920713.120,30540,21
10906,T920713.120,30541,23
10907,T920713.120,30542,19
10908,T920713.120,30543,38
10909,T920713.120,30544,37
10910,T920713.120,30545,17
10911,T920713.120,30546,13
10912,T920713.120,30547,26
10913,T920713.120,30548,32
10914,T920713.120,30549,26
10915,T920713.120,30550,24
10916,T920713.120,30551,29
10917,T920713.120,30552,19
10918,T920713.120,30553,14
10919,T920713.120,30554,18
10920,T920713.120,30555,7
10921,T920713.120,30556,11
10922,T920713.120,30557,5
10923,T920713.120,30558,2
10924,T920713.122,30559,5
10925,T920713.122,30560,14
10926,T920713.122,30561,33
10927,T920713.122,30562,23
10928,T920713.122,30563,33
10929,T920713.122,30564,28
10930,T920713.122,30565,6
10931,T920713.122,30566,12
10932,T920713.122,30567,18
10933,T920713.122,30568,11
10934,T920713.122,30569,9
10935,T920713.122,30570,16
10936,T920713.122,30571,14
10937,T920713.122,30572,26
10938,T920713.122,30573,25
10939,T920713.122,30574,41
10940,T920713.122,30575,4
10941,T920713.122,30576,45
10942,T920713.122,30577,24
10943,T920713.122,30578,29
10944,T920713.122,30579,34
10945,T920713.122,30580,16
10946,T920713.122,30581,20
10947,T920713.122,30582,16
10948,T920713.122,30583,15
10949,T920713.122,30584,21
10950,T920713.122,30585,21
10951,T920713.122,30586,8
10952,T920713.122,30587,2
10953,T920713.122,30588,2
10954,T920713.122,30589,30
10955,T920713.123,30590,4
10956,T920713.123,30591,16
10957,T920713.123,30592,12
10958,T920713.123,30593,17
10959,T920713.123,30594,18
10960,T920713.123,30595,10
10961,T920713.123,30596,10
10962,T920713.123,30597,27
10963,T920713.123,30598,5
10964,T920713.123,30599,12
10965,T920713.123,30600,30
10966,T920713.123,30601,23
10967,T920713.123,30602,18
10968,T920713.123,30603,13
10969,T920713.123,30604,25
10970,T920713.123,30605,24
10971,T920713.123,30606,20
10972,T920713.123,30607,10
10973,T920713.123,30608,33
10974,T920713.123,30609,15
10975,T920713.123,30610,23
10976,T920713.123,30611,20
10977,T920713.123,30612,10
10978,T920713.123,30613,11
10979,T920713.123,30614,16
10980,T920713.123,30615,23
10981,T920713.123,30616,9
10982,T920713.123,30617,2
10983,T920713.123,30618,20
10984,T920713.125,30619,1
10985,T920713.125,30620,4
10986,T920713.125,30621,4
10987,T920713.125,30622,26
10988,T920713.125,30623,37
10989,T920713.125,30624,26
10990,T920713.125,30625,23
10991,T920713.125,30626,16
10992,T920713.125,30627,20
10993,T920713.125,30628,32
10994,T920713.125,30629,17
10995,T920713.125,30630,49
10996,T920713.125,30631,21
10997,T920713.125,30632,37
10998,T920713.125,30633,26
10999,T920713.125,30634,12
11000,T920713.125,30635,16
11001,T920713.125,30636,29
11002,T920713.125,30637,40
11003,T920713.125,30638,27
11004,T920713.125,30639,16
11005,T920713.125,30640,11
11006,T920713.125,30641,2
11007,T920713.127,30642,2
11008,T920713.127,30643,2
11009,T920713.127,30644,31
11010,T920713.127,30645,5
11011,T920713.127,30646,23
11012,T920713.127,30647,9
11013,T920713.127,30648,11
11014,T920713.127,30649,1
11015,T920713.128,30650,3
11016,T920713.128,30651,22
11017,T920713.128,30652,16
11018,T920713.128,30653,8
11019,T920713.128,30654,15
11020,T920713.128,30655,4
11021,T920713.128,30656,1
11022,T920713.129,30657,2
11023,T920713.129,30658,15
11024,T920713.129,30659,21
11025,T920713.129,30660,14
11026,T920713.129,30661,14
11027,T920713.129,30662,1
11028,T920713.13,28544,2
11029,T920713.13,28545,2
11030,T920713.13,28546,7
11031,T920713.13,28547,19
11032,T920713.13,28548,27
11033,T920713.13,28549,23
11034,T920713.13,28550,10
11035,T920713.13,28551,19
11036,T920713.13,28552,11
11037,T920713.13,28553,2
11038,T920713.130,30663,9
11039,T920713.130,30664,15
11040,T920713.130,30665,20
11041,T920713.130,30666,11
11042,T920713.130,30667,16
11043,T920713.130,30668,3
11044,T920713.130,30669,21
11045,T920713.130,30670,22
11046,T920713.130,30671,27
11047,T920713.130,30672,13
11048,T920713.130,30673,18
11049,T920713.130,30674,16
11050,T920713.130,30675,14
11051,T920713.130,30676,20
11052,T920713.130,30677,12
11053,T920713.130,30678,11
11054,T920713.130,30679,27
11055,T920713.130,30680,16
11056,T920713.130,30681,13
11057,T920713.130,30682,10
11058,T920713.130,30683,8
11059,T920713.130,30684,5
11060,T920713.130,30685,15
11061,T920713.130,30686,23
11062,T920713.130,30687,7
11063,T920713.130,30688,9
11064,T920713.130,30689,9
11065,T920713.130,30690,11
11066,T920713.130,30691,11
11067,T920713.130,30692,21
11068,T920713.130,30693,36
11069,T920713.130,30694,18
11070,T920713.130,30695,10
11071,T920713.130,30696,18
11072,T920713.130,30697,33
11073,T920713.130,30698,14
11074,T920713.130,30699,16
11075,T920713.130,30700,6
11076,T920713.130,30701,17
11077,T920713.130,30702,17
11078,T920713.130,30703,39
11079,T920713.130,30704,8
11080,T920713.130,30705,10
11081,T920713.130,30706,13
11082,T920713.130,30707,27
11083,T920713.130,30708,22
11084,T920713.130,30709,32
11085,T920713.130,30710,28
11086,T920713.130,30711,8
11087,T920713.130,30712,26
11088,T920713.130,30713,29
11089,T920713.130,30714,20
11090,T920713.130,30715,16
11091,T920713.130,30716,31
11092,T920713.130,30717,10
11093,T920713.130,30718,10
11094,T920713.130,30719,14
11095,T920713.130,30720,14
11096,T920713.130,30721,24
11097,T920713.130,30722,20
11098,T920713.130,30723,10
11099,T920713.130,30724,4
11100,T920713.131,30725,5
11101,T920713.131,30726,10
11102,T920713.131,30727,8
11103,T920713.131,30728,3
11104,T920713.131,30729,15
11105,T920713.131,30730,41
11106,T920713.131,30731,18
11107,T920713.131,30732,20
11108,T920713.131,30733,22
11109,T920713.131,30734,23
11110,T920713.131,30735,39
11111,T920713.131,30736,16
11112,T920713.131,30737,21
11113,T920713.131,30738,16
11114,T920713.131,30739,27
11115,T920713.131,30740,53
11116,T920713.131,30741,20
11117,T920713.131,30742,33
11118,T920713.131,30743,15
11119,T920713.131,30744,2
11120,T920713.131,30745,10
11121,T920713.132,30746,7
11122,T920713.132,30747,4
11123,T920713.132,30748,24
11124,T920713.132,30749,16
11125,T920713.132,30750,36
11126,T920713.132,30751,19
11127,T920713.132,30752,25
11128,T920713.132,30753,22
11129,T920713.132,30754,25
11130,T920713.132,30755,22
11131,T920713.132,30756,11
11132,T920713.132,30757,5
11133,T920713.132,30758,27
11134,T920713.132,30759,10
11135,T920713.132,30760,31
11136,T920713.132,30761,38
11137,T920713.132,30762,7
11138,T920713.132,30763,12
11139,T920713.132,30764,18
11140,T920713.132,30765,29
11141,T920713.132,30766,1
11142,T920713.133,30767,2
11143,T920713.133,30768,6
11144,T920713.133,30769,16
11145,T920713.133,30770,5
11146,T920713.133,30771,2
11147,T920713.133,30772,3
11148,T920713.133,30773,2
11149,T920713.133,30774,10
11150,T920713.133,30775,3
11151,T920713.133,30776,5
11152,T920713.133,30777,4
11153,T920713.133,30778,4
11154,T920713.133,30779,14
11155,T920713.133,30780,23
11156,T920713.133,30781,17
11157,T920713.133,30782,23
11158,T920713.133,30783,22
11159,T920713.133,30784,14
11160,T920713.133,30785,5
11161,T920713.133,30786,2
11162,T920713.134,30787,5
11163,T920713.134,30788,7
11164,T920713.134,30789,35
11165,T920713.134,30790,26
11166,T920713.134,30791,22
11167,T920713.134,30792,31
11168,T920713.134,30793,13
11169,T920713.134,30794,24
11170,T920713.134,30795,22
11171,T920713.134,30796,16
11172,T920713.134,30797,22
11173,T920713.134,30798,35
11174,T920713.134,30799,21
11175,T920713.134,30800,11
11176,T920713.134,30801,16
11177,T920713.134,30802,24
11178,T920713.134,30803,9
11179,T920713.134,30804,17
11180,T920713.134,30805,21
11181,T920713.134,30806,22
11182,T920713.134,30807,24
11183,T920713.134,30808,15
11184,T920713.134,30809,18
11185,T920713.134,30810,16
11186,T920713.134,30811,14
11187,T920713.134,30812,12
11188,T920713.134,30813,14
11189,T920713.134,30814,8
11190,T920713.134,30815,12
11191,T920713.134,30816,2
11192,T920713.135,30817,5
11193,T920713.135,30818,9
11194,T920713.135,30819,9
11195,T920713.135,30820,19
11196,T920713.135,30821,19
11197,T920713.135,30822,29
11198,T920713.135,30823,17
11199,T920713.135,30824,13
11200,T920713.135,30825,16
11201,T920713.135,30826,10
11202,T920713.135,30827,29
11203,T920713.135,30828,16
11204,T920713.135,30829,7
11205,T920713.135,30830,1
11206,T920713.136,30831,7
11207,T920713.136,30832,11
11208,T920713.136,30833,6
11209,T920713.136,30834,12
11210,T920713.136,30835,11
11211,T920713.136,30836,24
11212,T920713.136,30837,10
11213,T920713.136,30838,16
11214,T920713.136,30839,16
11215,T920713.136,30840,28
11216,T920713.136,30841,20
11217,T920713.136,30842,28
11218,T920713.136,30843,16
11219,T920713.136,30844,16
11220,T920713.136,30845,15
11221,T920713.136,30846,16
11222,T920713.136,30847,18
11223,T920713.136,30848,24
11224,T920713.136,30849,16
11225,T920713.136,30850,17
11226,T920713.136,30851,26
11227,T920713.136,30852,20
11228,T920713.136,30853,11
11229,T920713.136,30854,22
11230,T920713.136,30855,11
11231,T920713.136,30856,19
11232,T920713.136,30857,23
11233,T920713.136,30858,14
11234,T920713.136,30859,6
11235,T920713.136,30860,12
11236,T920713.136,30861,18
11237,T920713.136,30862,23
11238,T920713.136,30863,25
11239,T920713.136,30864,37
11240,T920713.136,30865,17
11241,T920713.136,30866,10
11242,T920713.136,30867,10
11243,T920713.136,30868,15
11244,T920713.136,30869,13
11245,T920713.136,30870,19
11246,T920713.136,30871,23
11247,T920713.136,30872,19
11248,T920713.136,30873,24
11249,T920713.136,30874,8
11250,T920713.136,30875,9
11251,T920713.136,30876,9
11252,T920713.136,30877,7
11253,T920713.136,30878,11
11254,T920713.136,30879,5
11255,T920713.14,28554,3
11256,T920713.14,28555,7
11257,T920713.14,28556,22
11258,T920713.14,28557,2
11259,T920713.143,30880,5
11260,T920713.143,30881,9
11261,T920713.143,30882,4
11262,T920713.143,30883,13
11263,T920713.143,30884,12
11264,T920713.143,30885,30
11265,T920713.143,30886,21
11266,T920713.143,30887,20
11267,T920713.143,30888,17
11268,T920713.143,30889,24
11269,T920713.143,30890,42
11270,T920713.143,30891,44
11271,T920713.143,30892,15
11272,T920713.143,30893,33
11273,T920713.143,30894,1
11274,T920713.143,30895,19
11275,T920713.143,30896,1
11276,T920713.144,30897,6
11277,T920713.144,30898,32
11278,T920713.144,30899,19
11279,T920713.144,30900,29
11280,T920713.144,30901,7
11281,T920713.144,30902,19
11282,T920713.144,30903,17
11283,T920713.144,30904,19
11284,T920713.144,30905,25
11285,T920713.144,30906,1
11286,T920713.145,30907,4
11287,T920713.145,30908,9
11288,T920713.145,30909,13
11289,T920713.145,30910,3
11290,T920713.145,30911,20
11291,T920713.145,30912,25
11292,T920713.145,30913,25
11293,T920713.145,30914,34
11294,T920713.145,30915,34
11295,T920713.145,30916,21
11296,T920713.145,30917,24
11297,T920713.145,30918,42
11298,T920713.145,30919,21
11299,T920713.145,30920,2
11300,T920713.145,30921,12
11301,T920713.145,30922,16
11302,T920713.145,30923,26
11303,T920713.145,30924,12
11304,T920713.145,30925,26
11305,T920713.145,30926,31
11306,T920713.145,30927,31
11307,T920713.145,30928,44
11308,T920713.145,30929,30
11309,T920713.145,30930,35
11310,T920713.145,30931,17
11311,T920713.145,30932,18
11312,T920713.145,30933,31
11313,T920713.145,30934,29
11314,T920713.145,30935,10
11315,T920713.145,30936,24
11316,T920713.145,30937,2
11317,T920713.146,30938,3
11318,T920713.146,30939,13
11319,T920713.146,30940,14
11320,T920713.146,30941,18
11321,T920713.146,30942,6
11322,T920713.146,30943,40
11323,T920713.146,30944,16
11324,T920713.146,30945,24
11325,T920713.146,30946,9
11326,T920713.146,30947,7
11327,T920713.146,30948,12
11328,T920713.146,30949,18
11329,T920713.146,30950,34
11330,T920713.146,30951,25
11331,T920713.146,30952,6
11332,T920713.146,30953,45
11333,T920713.146,30954,8
11334,T920713.146,30955,18
11335,T920713.146,30956,34
11336,T920713.146,30957,32
11337,T920713.146,30958,15
11338,T920713.146,30959,7
11339,T920713.146,30960,24
11340,T920713.146,30961,27
11341,T920713.146,30962,14
11342,T920713.146,30963,24
11343,T920713.146,30964,28
11344,T920713.146,30965,16
11345,T920713.146,30966,16
11346,T920713.146,30967,7
11347,T920713.146,30968,12
11348,T920713.146,30969,1
11349,T920713.147,30970,8
11350,T920713.147,30971,23
11351,T920713.147,30972,6
11352,T920713.147,30973,9
11353,T920713.147,30974,9
11354,T920713.147,30975,9
11355,T920713.147,30976,9
11356,T920713.147,30977,9
11357,T920713.147,30978,8
11358,T920713.147,30979,7
11359,T920713.147,30980,9
11360,T920713.147,30981,9
11361,T920713.147,30982,9
11362,T920713.147,30983,9
11363,T920713.147,30984,14
11364,T920713.147,30985,5
11365,T920713.147,30986,13
11366,T920713.147,30987,13
11367,T920713.147,30988,11
11368,T920713.147,30989,39
11369,T920713.147,30990,46
11370,T920713.147,30991,30
11371,T920713.147,30992,29
11372,T920713.147,30993,26
11373,T920713.147,30994,17
11374,T920713.147,30995,35
11375,T920713.147,30996,12
11376,T920713.147,30997,16
11377,T920713.147,30998,30
11378,T920713.147,30999,29
11379,T920713.147,31000,26
11380,T920713.147,31001,27
11381,T920713.147,31002,30
11382,T920713.147,31003,30
11383,T920713.147,31004,20
11384,T920713.147,31005,35
11385,T920713.147,31006,32
11386,T920713.147,31007,41
11387,T920713.147,31008,19
11388,T920713.147,31009,19
11389,T920713.147,31010,24
11390,T920713.147,31011,18
11391,T920713.147,31012,2
11392,T920713.147,31013,16
11393,T920713.148,31014,9
11394,T920713.148,31015,5
11395,T920713.148,31016,19
11396,T920713.148,31017,45
11397,T920713.148,31018,15
11398,T920713.148,31019,36
11399,T920713.148,31020,11
11400,T920713.148,31021,34
11401,T920713.148,31022,9
11402,T920713.148,31023,15
11403,T920713.148,31024,6
11404,T920713.148,31025,31
11405,T920713.148,31026,8
11406,T920713.148,31027,9
11407,T920713.148,31028,15
11408,T920713.148,31029,18
11409,T920713.148,31030,17
11410,T920713.148,31031,5
11411,T920713.148,31032,21
11412,T920713.148,31033,6
11413,T920713.148,31034,4
11414,T920713.148,31035,18
11415,T920713.148,31036,16
11416,T920713.148,31037,18
11417,T920713.148,31038,40
11418,T920713.148,31039,8
11419,T920713.148,31040,6
11420,T920713.148,31041,7
11421,T920713.148,31042,29
11422,T920713.148,31043,15
11423,T920713.148,31044,16
11424,T920713.148,31045,7
11425,T920713.148,31046,7
11426,T920713.148,31047,5
11427,T920713.148,31048,10
11428,T920713.148,31049,2
11429,T920713.148,31050,9
11430,T920713.148,31051,31
11431,T920713.148,31052,4
11432,T920713.148,31053,2
11433,T920713.148,31054,20
11434,T920713.148,31055,4
11435,T920713.148,31056,9
11436,T920713.148,31057,6
11437,T920713.148,31058,9
11438,T920713.148,31059,10
11439,T920713.148,31060,9
11440,T920713.148,31061,4
11441,T920713.148,31062,15
11442,T920713.148,31063,31
11443,T920713.148,31064,29
11444,T920713.148,31065,8
11445,T920713.148,31066,4
11446,T920713.148,31067,7
11447,T920713.148,31068,8
11448,T920713.148,31069,25
11449,T920713.148,31070,14
11450,T920713.148,31071,21
11451,T920713.148,31072,7
11452,T920713.148,31073,20
11453,T920713.148,31074,16
11454,T920713.148,31075,15
11455,T920713.148,31076,26
11456,T920713.148,31077,10
11457,T920713.148,31078,19
11458,T920713.148,31079,6
11459,T920713.148,31080,2
11460,T920713.149,31081,3
11461,T920713.149,31082,3
11462,T920713.149,31083,16
11463,T920713.149,31084,25
11464,T920713.149,31085,19
11465,T920713.149,31086,11
11466,T920713.149,31087,18
11467,T920713.149,31088,10
11468,T920713.149,31089,17
11469,T920713.149,31090,1
11470,T920713.15,28558,3
11471,T920713.15,28559,27
11472,T920713.15,28560,32
11473,T920713.15,28561,9
11474,T920713.15,28562,17
11475,T920713.15,28563,14
11476,T920713.15,28564,29
11477,T920713.15,28565,57
11478,T920713.150,31091,2
11479,T920713.150,31092,10
11480,T920713.150,31093,40
11481,T920713.150,31094,17
11482,T920713.150,31095,31
11483,T920713.150,31096,15
11484,T920713.150,31097,14
11485,T920713.150,31098,14
11486,T920713.150,31099,24
11487,T920713.150,31100,14
11488,T920713.150,31101,13
11489,T920713.150,31102,13
11490,T920713.150,31103,20
11491,T920713.150,31104,3
11492,T920713.152,31105,4
11493,T920713.152,31106,1
11494,T920713.152,31107,5
11495,T920713.152,31108,17
11496,T920713.152,31109,21
11497,T920713.152,31110,27
11498,T920713.152,31111,12
11499,T920713.152,31112,26
11500,T920713.152,31113,12
11501,T920713.152,31114,18
11502,T920713.152,31115,16
11503,T920713.152,31116,23
11504,T920713.152,31117,20
11505,T920713.152,31118,19
11506,T920713.152,31119,14
11507,T920713.152,31120,7
11508,T920713.152,31121,15
11509,T920713.152,31122,15
11510,T920713.152,31123,12
11511,T920713.152,31124,15
11512,T920713.152,31125,18
11513,T920713.152,31126,7
11514,T920713.152,31127,2
11515,T920713.152,31128,32
11516,T920713.152,31129,4
11517,T920713.154,31130,6
11518,T920713.154,31131,16
11519,T920713.154,31132,32
11520,T920713.154,31133,20
11521,T920713.154,31134,37
11522,T920713.154,31135,13
11523,T920713.154,31136,31
11524,T920713.154,31137,13
11525,T920713.154,31138,24
11526,T920713.154,31139,14
11527,T920713.154,31140,26
11528,T920713.154,31141,8
11529,T920713.154,31142,17
11530,T920713.154,31143,16
11531,T920713.154,31144,20
11532,T920713.154,31145,8
11533,T920713.154,31146,20
11534,T920713.154,31147,14
11535,T920713.154,31148,21
11536,T920713.154,31149,14
11537,T920713.154,31150,13
11538,T920713.154,31151,7
11539,T920713.154,31152,2
11540,T920713.155,31153,5
11541,T920713.155,31154,19
11542,T920713.155,31155,26
11543,T920713.155,31156,27
11544,T920713.155,31157,36
11545,T920713.155,31158,18
11546,T920713.155,31159,1
11547,T920713.156,31160,3
11548,T920713.156,31161,11
11549,T920713.156,31162,9
11550,T920713.156,31163,22
11551,T920713.156,31164,28
11552,T920713.156,31165,22
11553,T920713.156,31166,16
11554,T920713.156,31167,17
11555,T920713.156,31168,11
11556,T920713.156,31169,18
11557,T920713.156,31170,18
11558,T920713.156,31171,59
11559,T920713.156,31172,29
11560,T920713.156,31173,19
11561,T920713.156,31174,10
11562,T920713.156,31175,27
11563,T920713.156,31176,3
11564,T920713.157,31177,5
11565,T920713.157,31178,21
11566,T920713.157,31179,19
11567,T920713.157,31180,18
11568,T920713.157,31181,47
11569,T920713.157,31182,8
11570,T920713.157,31183,11
11571,T920713.157,31184,37
11572,T920713.157,31185,24
11573,T920713.157,31186,27
11574,T920713.157,31187,12
11575,T920713.157,31188,36
11576,T920713.157,31189,29
11577,T920713.157,31190,10
11578,T920713.157,31191,14
11579,T920713.157,31192,9
11580,T920713.157,31193,28
11581,T920713.157,31194,16
11582,T920713.157,31195,8
11583,T920713.157,31196,18
11584,T920713.157,31197,3
11585,T920713.157,31198,26
11586,T920713.158,31199,5
11587,T920713.158,31200,1
11588,T920713.158,31201,5
11589,T920713.158,31202,11
11590,T920713.158,31203,38
11591,T920713.158,31204,6
11592,T920713.158,31205,19
11593,T920713.158,31206,6
11594,T920713.158,31207,6
11595,T920713.158,31208,46
11596,T920713.158,31209,39
11597,T920713.158,31210,21
11598,T920713.158,31211,8
11599,T920713.158,31212,15
11600,T920713.158,31213,3
11601,T920713.159,31214,4
11602,T920713.159,31215,1
11603,T920713.159,31216,22
11604,T920713.159,31217,34
11605,T920713.159,31218,6
11606,T920713.159,31219,31
11607,T920713.159,31220,6
11608,T920713.159,31221,7
11609,T920713.159,31222,6
11610,T920713.159,31223,15
11611,T920713.159,31224,26
11612,T920713.159,31225,11
11613,T920713.159,31226,19
11614,T920713.159,31227,18
11615,T920713.159,31228,16
11616,T920713.159,31229,10
11617,T920713.159,31230,10
11618,T920713.159,31231,13
11619,T920713.159,31232,7
11620,T920713.159,31233,19
11621,T920713.159,31234,27
11622,T920713.159,31235,26
